source_id,테이블명,테이블설명,컬럼명,컬럼설명,한글속성명,business_semantic_accuracy,meaning_completeness,character_notation_policy,context_ambiguity_safety,terminology_consistency,naturalness_conciseness,severity,comment
row-681,COM_GDCD,공통_상품코드,GD_AV_4_CSFCD,상품실적4분류코드,상품실적4분류코드,,,,,,,,
row-250,INS_CR_CVR,계약_계약담보,SCD_INS_TRM_APPRM,제2보험기간적용보험료,제2보험기간적용보험료,,,,,,,,
row-555,INS_PRM_PYM_PR,,T1_PRM,1회보험료,1회보험료,,,,,,,,
row-1194,MART_LTRM_CRDIS_PY_INFO,,A30Y_PYAMT,30년이상지급금액,30년이상지급금액,,,,,,,,
row-1183,MART_LTRM_CRDIS_PY_INFO,,Y20_WTHIN_PYCT,20년이내지급건수,20년이내지급건수,,,,,,,,
row-683,COM_GDCD,공통_상품코드,GD_AV_5_CSFNM,상품실적5분류명,상품실적5분류명,,,,,,,,
row-592,SAM_AW_CC_ACHV_STF,,APO_OR_STB_MMTHR,위촉/개설차월,위촉차월,,,,,,,,
row-332,INS_CR_CVR,계약_계약담보,ACT_OR_ACTCT,구좌/계좌수,계좌수,,,,,,,,
row-591,SAM_AW_CC_ACHV_STF,,APO_OR_STBDT,위촉/개설일자,위촉일자,,,,,,,,
row-169,INS_CR_CR_INFO,계약_계약자동차정보,CHSNO_OR_TMPNO,차대번호/임시번호,차대번호,,,,,,,,
row-979,INS_CR_CVR_SPC,계약_자동_담보내역,PYM_CT,납입횟수,납입횟수,,,,,,,,
row-566,INS_PRM_PYM_PR,,PYM_PRDT,납입예정일자,납입예정일자,,,,,,,,
row-875,INS_CR_CR_DT,계약_자동_계약상세,CR_TYCD,차량형태코드,차량형태코드,,,,,,,,
row-271,INS_CR_CVR,계약_계약담보,PYM_XMP_STR_YYMM,납입면제시작년월,납입면제시작년월,,,,,,,,
row-574,INS_PRM_PYM_PR,,PYM_PR_STCD,납입예정상태코드,납입예정상태코드,,,,,,,,
row-276,INS_CR_CVR,계약_계약담보,CVR_FNL_PYM_YYMM,담보최종납입년월,담보최종납입년월,,,,,,,,
row-359,INS_CR_DH_STF_CRR,계약_계약취급직원이력,PYM_SEQ,납입회차,납입회차,,,,,,,,
row-270,INS_CR_CVR,계약_계약담보,PYM_XMP_YN,납입면제여부,납입면제여부,,,,,,,,
row-744,INS_CR_CR_CRR,계약_자동_계약이력,PYP_PYTDT,분납납입일자,분납납입일자,,,,,,,,
row-284,INS_CR_CVR,계약_계약담보,RL_PYM_TRM,실납입기간,실납입기간,,,,,,,,
row-595,SAM_AW_CC_ACHV_STF,,BROF_CD,출장소코드,출장소코드,,,,,,,,
row-56,CUS_CTM,고객_통합고객_TOBE,MAIL_RCV_YN,이메일수신여부,이메일수신여부,,,,,,,,
row-162,INS_CR_CR_INFO,계약_계약자동차정보,VALD_NDS_YN,유효배서여부,유효배서여부,,,,,,,,
row-116,CUS_CTM,고객_통합고객_TOBE,SEXCD,성별코드,성별코드,,,,,,,,
row-68,CUS_CTM,고객_통합고객_TOBE,DMRCY_518_INJD_YN,민주518부상자여부,민주518부상자여부,,,,,,,,
row-835,INS_CR_CR_DT,계약_자동_계약상세,GR_CR_YN,단체계약여부,단체계약여부,,,,,,,,
row-828,INS_CR_CR_DT,계약_자동_계약상세,CRT_NRDPS_RELCD,계약자피보험자관계코드,계약자피보험자관계코드,,,,,,,,
row-720,INS_CR_CR_CRR,계약_자동_계약이력,ERR_PRM,착오보험료,착오보험료,,,,,,,,
row-600,SAM_AW_CC_ACHV_STF,,HDQT_ORGCD,본부기관코드,본부기관코드,,,,,,,,
row-602,SAM_AW_CC_ACHV_STF,,TMNM,팀명,팀명,,,,,,,,
row-1146,MART_CRM_ORGN_MNTH_INFO,,SP_YN,SP여부,설계사여부,,,,,,,,
row-33,COM_CLD,공통_카렌다,FY_QTRNM,FY분기명,회계분기명,,,,,,,,
row-107,CUS_CTM,고객_통합고객_TOBE,RH_TYCD,RH형태코드,알에이치형태코드,,,,,,,,
row-150,CUS_CTM,고객_통합고객_TOBE,DM_RCV_YN,DM수신여부,우편물수신여부,,,,,,,,
row-1158,MART_INS_CR_RNWRT_CRST,,OLD_IKD_SMCCD,OLD보종소분류코드,구보종소분류코드,,,,,,,,
row-28,COM_CLD,공통_카렌다,FY_YR,FY년도,회계년도,,,,,,,,
row-1159,MART_INS_CR_RNWRT_CRST,,OLD_BZCS_BZ_FLGCD,OLD사업비사업구분코드,구사업비사업구분코드,,,,,,,,
row-154,CUS_CTM,고객_통합고객_TOBE,MKTG_DM_RCV_YN,마케팅DM수신여부,마케팅우편물수신여부,,,,,,,,
row-797,INS_CR_CR_CRR,계약_자동_계약이력,PREM_TRF_INJR_SEQ,PREMIUM교통상해회차,프리미엄교통상해회차,,,,,,,,
row-1157,MART_INS_CR_RNWRT_CRST,,OLD_IKD_MDCCD,OLD보종중분류코드,구보종중분류코드,,,,,,,,
row-178,INS_CR_CR_INFO,계약_계약자동차정보,CR_TYCD,차형태코드,차량형태코드,,,,,,,,
row-869,INS_CR_CR_DT,계약_자동_계약상세,USDCR_RT,중고차율,중고차요율,,,,,,,,
row-174,INS_CR_CR_INFO,계약_계약자동차정보,USDCR_RT,중고차요율,중고차요율,,,,,,,,
row-742,INS_CR_CR_CRR,계약_자동_계약이력,PYM_MTDCD,납입방법코드,납입방법코드,,,,,,,,
row-393,INS_CR_RELPC,계약_계약관계자,RELPC_NAME_PSTCD,관계자호칭위치코드,관계자호칭위치코드,,,,,,,,
row-443,INS_CR_RELPC,계약_계약관계자,RELPC_SCR_INP_YN,관계자화면입력여부,관계자화면입력여부,,,,,,,,
