source_id,테이블명,테이블설명,컬럼명,컬럼설명,한글속성명,business_semantic_accuracy,meaning_completeness,character_notation_policy,context_ambiguity_safety,terminology_consistency,naturalness_conciseness,severity,comment
row-869,INS_CR_CR_DT,계약_자동_계약상세,USDCR_RT,중고차율,중고차요율,,,,,,,,
row-282,INS_CR_CVR,계약_계약담보,PYM_TRM_FLGCD,납입기간구분코드,납입기간구분코드,,,,,,,,
row-178,INS_CR_CR_INFO,계약_계약자동차정보,CR_TYCD,차형태코드,차량형태코드,,,,,,,,
row-359,INS_CR_DH_STF_CRR,계약_계약취급직원이력,PYM_SEQ,납입회차,납입회차,,,,,,,,
row-714,INS_CR_CR_CRR,계약_자동_계약이력,USRCD,사용인코드,사용인코드,,,,,,,,
row-253,INS_CR_CVR,계약_계약담보,INS_CLSTR,보험종기,보험종기,,,,,,,,
row-633,SAM_AW_CC_ACHV_STF,,LTRM_AW_GPCD,장기수당그룹코드,장기수당그룹코드,,,,,,,,
row-606,SAM_AW_CC_ACHV_STF,,AREGP_ORGNM,지역단기관명,지역단기관명,,,,,,,,
row-625,SAM_AW_CC_ACHV_STF,,BZ_MMTHR,영업차월,영업차월,,,,,,,,
row-700,INS_CR_CR_CRR,계약_자동_계약이력,NDS_SEQ,배서회차,배서회차,,,,,,,,
row-608,SAM_AW_CC_ACHV_STF,,HDQNM,본부명,본부명,,,,,,,,
row-132,CUS_CTM,고객_통합고객_TOBE,INP_DTHMS,입력일시,입력일시,,,,,,,,
row-979,INS_CR_CVR_SPC,계약_자동_담보내역,PYM_CT,납입횟수,납입횟수,,,,,,,,
row-639,SAM_AW_CC_ACHV_STF,,AGYCD,대리점코드,대리점코드,,,,,,,,
row-1159,MART_INS_CR_RNWRT_CRST,,OLD_BZCS_BZ_FLGCD,OLD사업비사업구분코드,구사업비사업구분코드,,,,,,,,
row-32,COM_CLD,공통_카렌다,FY_QTR,FY분기,회계분기,,,,,,,,
row-804,INS_CR_CR_CRR,계약_자동_계약이력,NEW_LAW_CS_SUPT_SRV_T2S,NEW법률비용지원서비스2회차,신규법률비용지원서비스2회차,,,,,,,,
row-1160,MART_INS_CR_RNWRT_CRST,,OLD_CR_CHN_MDCCD,OLD자동차채널중분류코드,구자동차채널중분류코드,,,,,,,,
row-142,CUS_CTM,고객_통합고객_TOBE,BZFML_SMS_LMIT_YN,영업가족SMS제한여부,영업가족문자메시지제한여부,,,,,,,,
row-31,COM_CLD,공통_카렌다,FY_HALNM,FY반기명,회계반기명,,,,,,,,
row-1058,MART_CRM_CR_CVR,,ABS_BAG_SPCRT_YN,ABS장착특별요율여부,잠김방지제동장치장착특별요율여부,,,,,,,,
row-33,COM_CLD,공통_카렌다,FY_QTRNM,FY분기명,회계분기명,,,,,,,,
row-150,CUS_CTM,고객_통합고객_TOBE,DM_RCV_YN,DM수신여부,우편물수신여부,,,,,,,,
row-107,CUS_CTM,고객_통합고객_TOBE,RH_TYCD,RH형태코드,알에이치형태코드,,,,,,,,
row-172,INS_CR_CR_INFO,계약_계약자동차정보,YYTP,연식,연식,,,,,,,,
row-238,INS_CR_CVR,계약_계약담보,IKD_GRPCD,보종군코드,보종군코드,,,,,,,,
row-899,INS_CR_CR_DT,계약_자동_계약상세,XP_DMGRT,예상손해율,예상손해율,,,,,,,,
row-792,INS_CR_CR_CRR,계약_자동_계약이력,EDUXP_SUAMT_SEQ,교육비지원금회차,교육비지원금회차,,,,,,,,
row-1005,MART_CRM_CRCR,,FNL_PYM_SEQ,최종납입회차,최종납입회차,,,,,,,,
row-82,CUS_CTM,고객_통합고객_TOBE,MN_PDT_OUT_PDTCT,주대표자외대표자수,주대표자외대표자수,,,,,,,,
