source_id,review_stratum,컬럼명,테이블명,테이블설명,영문 Full Name,한글속성명,business_semantic_accuracy,meaning_completeness,korean_naturalness,terminology_consistency,business_ambiguity_safety,severity,comment
row-507,unmapped_inference,TRN_TM_FLGCD,SAM_ORG,,TRN TEAM FLAG CODE,미정팀구분코드,,,,,,,
row-353,unmapped_inference,NV_CPRT_ENTP_SEQNO,INS_INS_CR,계약_보험계약,NV CPRT ENTERPRISE SEQUENCE NUMBER,미정업체순번,,,,,,,
row-268,deterministic,BFCR_INS_CLSTR,INS_INS_CR,계약_보험계약,BEFORE CONTRACT INSURANCE CLOSING TERM,전계약보험종기,,,,,,,
row-488,unmapped_inference,ORGHD_APODT,SAM_ORG,,ORGHD APODT,미정,,,,,,,
row-645,unmapped_inference,ADM_ORGCD,SAM_STF,,ADMINISTRATION ORGCD,관리미정,,,,,,,
row-385,unmapped_inference,TX_PF_FLGCD,INS_INS_CR,계약_보험계약,TX PREFERRED FLAG CODE,미정우대구분코드,,,,,,,
row-537,unmapped_inference,DH_BR_ORGCD,SAM_SELF_CR,,HANDLING BRANCH ORGCD,취급지점미정,,,,,,,
row-109,deterministic,SUSTD_RP_PRM,INS_CVR_INCM_PRM,계약_담보수입보험료,SUBSTANDARD RECEIPT PREMIUM,표준하체영수보험료,,,,,,,
row-519,mapping_ambiguity,INP_USR_ID,SAM_ORG,,INPUT USER IDENTIFIER,입력사용자ID,,,,,,,
row-21,mapping_ambiguity,CLM_CN,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,CLAIM CANCELLATION,사고해약,,,,,,,
row-514,unmapped_inference,ADM_ORGCD,SAM_ORG,,ADMINISTRATION ORGCD,관리미정,,,,,,,
row-615,unmapped_inference,ORG_RGT_CMPCD,SAM_STF,,ORGANIZATION RGT COMPANY CODE,기관미정회사코드,,,,,,,
row-35,unmapped_inference,AISCD_4,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,AISCD 4,미정,,,,,,,
