source_id,테이블명,테이블설명,컬럼명,컬럼설명,한글속성명,business_semantic_accuracy,meaning_completeness,character_notation_policy,context_ambiguity_safety,terminology_consistency,naturalness_conciseness,severity,comment
row-1161,MART_INS_CR_RNWRT_CRST,,OLD_CR_CHN_SMCCD,OLD자동차채널소분류코드,구자동차채널소분류코드,,,,,,,,ok
row-150,CUS_CTM,고객_통합고객_TOBE,DM_RCV_YN,DM수신여부,우편물수신여부,,,,,,,,개인메시지수신여부
row-33,COM_CLD,공통_카렌다,FY_QTRNM,FY분기명,회계분기명,,,,,,,,ok
row-28,COM_CLD,공통_카렌다,FY_YR,FY년도,회계년도,,,,,,,,ok
row-154,CUS_CTM,고객_통합고객_TOBE,MKTG_DM_RCV_YN,마케팅DM수신여부,마케팅우편물수신여부,,,,,,,,마케팅개인메시지수신여부
row-29,COM_CLD,공통_카렌다,FY_YRNM,FY년도명,회계년도명,,,,,,,,ok
row-190,INS_CR_CR_INFO,계약_계약자동차정보,SOFA_CR_YN,SOFA차량여부,주한미군지위협정적용차량여부,,,,,,,,ok
row-1146,MART_CRM_ORGN_MNTH_INFO,,SP_YN,SP여부,설계사여부,,,,,,,,ok
row-624,SAM_AW_CC_ACHV_STF,,TMR_MNTH_CNV_HMS,TMR월통화시간,텔레마케터월통화시간,,,,,,,,ok
row-151,CUS_CTM,고객_통합고객_TOBE,MKTG_SMS_RCV_YN,마케팅SMS수신여부,마케팅문자메시지수신여부,,,,,,,,ok
row-697,COM_GDCD,공통_상품코드,OLD_IKDCD,OLD보종코드,구보종코드,,,,,,,,ok
row-107,CUS_CTM,고객_통합고객_TOBE,RH_TYCD,RH형태코드,리서스인자형태코드,,,,,,,,RH인자형태코드
row-142,CUS_CTM,고객_통합고객_TOBE,BZFML_SMS_LMIT_YN,영업가족SMS제한여부,영업가족문자메시지제한여부,,,,,,,,ok
row-250,INS_CR_CVR,계약_계약담보,SCD_INS_TRM_APPRM,제2보험기간적용보험료,제2보험기간적용보험료,,,,,,,,2회차보험기간적용보험료
row-751,INS_CR_CR_CRR,계약_자동_계약이력,CVR_BDIN_T1S,담보대인1회차,담보대인1회차,,,,,,,,ok
row-679,COM_GDCD,공통_상품코드,GD_AV_2_CSFCD,상품실적2분류코드,상품실적2분류코드,,,,,,,,ok
row-678,COM_GDCD,공통_상품코드,GD_AV_1_CSFCD,상품실적1분류코드,상품실적1분류코드,,,,,,,,ok
row-794,INS_CR_CR_CRR,계약_자동_계약이력,WKDY_FMLLV_T1S,주일가족사랑1회차,주일가족사랑1회차,,,,,,,,ok
row-1185,MART_LTRM_CRDIS_PY_INFO,,Y30_WTHIN_PYCT,30년이내지급건수,30년이내지급건수,,,,,,,,ok
row-1184,MART_LTRM_CRDIS_PY_INFO,,Y25_WTHIN_PYCT,25년이내지급건수,25년이내지급건수,,,,,,,,ok
row-1192,MART_LTRM_CRDIS_PY_INFO,,Y25_WTHIN_PYAMT,25년이내지급금액,25년이내지급금액,,,,,,,,ok
row-1191,MART_LTRM_CRDIS_PY_INFO,,Y20_WTHIN_PYAMT,20년이내지급금액,20년이내지급금액,,,,,,,,ok
row-788,INS_CR_CR_CRR,계약_자동_계약이력,LAW_SUAMT_T1S,법률지원금1회차,법률지원금1회차,,,,,,,,ok
row-591,SAM_AW_CC_ACHV_STF,,APO_OR_STBDT,위촉/개설일자,위촉일자,,,,,,,,ok
row-332,INS_CR_CVR,계약_계약담보,ACT_OR_ACTCT,구좌/계좌수,계좌수,,,,,,,,ok
row-169,INS_CR_CR_INFO,계약_계약자동차정보,CHSNO_OR_TMPNO,차대번호/임시번호,차대번호,,,,,,,,ok
row-592,SAM_AW_CC_ACHV_STF,,APO_OR_STB_MMTHR,위촉/개설차월,위촉차월,,,,,,,,ok
row-174,INS_CR_CR_INFO,계약_계약자동차정보,USDCR_RT,중고차요율,중고차요율,,,,,,,,ok
row-568,INS_PRM_PYM_PR,,HG_PYM_PERD,최고납입기한,최고납입기한,,,,,,,,ok
row-743,INS_CR_CR_CRR,계약_자동_계약이력,PYM_CT,납부횟수,납입횟수,,,,,,,,ok
row-875,INS_CR_CR_DT,계약_자동_계약상세,CR_TYCD,차량형태코드,차량형태코드,,,,,,,,ok
row-276,INS_CR_CVR,계약_계약담보,CVR_FNL_PYM_YYMM,담보최종납입년월,담보최종납입년월,,,,,,,,ok
row-566,INS_PRM_PYM_PR,,PYM_PRDT,납입예정일자,납입예정일자,,,,,,,,ok
row-574,INS_PRM_PYM_PR,,PYM_PR_STCD,납입예정상태코드,납입예정상태코드,,,,,,,,ok
row-414,INS_CR_RELPC,계약_계약관계자,PRM_PYM_RT,보험료납부비율,보험료납입비율,,,,,,,,ok
row-267,INS_CR_CVR,계약_계약담보,PYM_CYCCD,납입주기코드,납입주기코드,,,,,,,,ok
row-284,INS_CR_CVR,계약_계약담보,RL_PYM_TRM,실납입기간,실납입기간,,,,,,,,ok
row-259,INS_CR_CVR,계약_계약담보,RK_TPCD,위험유형코드,위험유형코드,,,,,,,,ok
row-96,CUS_CTM,고객_통합고객_TOBE,HNDPS_YN,장애인여부,장애인여부,,,,,,,,ok
row-55,CUS_CTM,고객_통합고객_TOBE,CRDIF_UTL_AGRE_YN,신용정보활용동의여부,신용정보활용동의여부,,,,,,,,ok
row-242,INS_CR_CVR,계약_계약담보,CVR_STCD,담보상태코드,담보상태코드,,,,,,,,ok
row-101,CUS_CTM,고객_통합고객_TOBE,NTN_MRTMN_YN,국가유공자여부,국가유공자여부,,,,,,,,ok
row-825,INS_CR_CR_DT,계약_자동_계약상세,PSTNO,우편번호,우편번호,,,,,,,,ok
row-603,SAM_AW_CC_ACHV_STF,,BROF_NM,출장소명,출장소명,,,,,,,,ok
row-240,INS_CR_CVR,계약_계약담보,RELPC_OJ_SEQNO,관계자목적물순번,관계자목적물순번,,,,,,,,ok
row-690,COM_GDCD,공통_상품코드,IKD_SMCCD,보종소분류코드,보종소분류코드,,,,,,,,ok
row-835,INS_CR_CR_DT,계약_자동_계약상세,GR_CR_YN,단체계약여부,단체계약여부,,,,,,,,ok
row-1160,MART_INS_CR_RNWRT_CRST,,OLD_CR_CHN_MDCCD,OLD자동차채널중분류코드,구자동차채널중분류코드,,,,,,,,ok
row-32,COM_CLD,공통_카렌다,FY_QTR,FY분기,회계분기,,,,,,,,ok
row-51,CUS_CTM,고객_통합고객_TOBE,SMS_RCV_YN,SMS수신여부,문자메시지수신여부,,,,,,,,ok
row-31,COM_CLD,공통_카렌다,FY_HALNM,FY반기명,회계반기명,,,,,,,,ok
row-1058,MART_CRM_CR_CVR,,ABS_BAG_SPCRT_YN,ABS장착특별요율여부,잠김방지제동장치장착특별요율여부,,,,,,,,ok
row-803,INS_CR_CR_CRR,계약_자동_계약이력,NEW_LAW_CS_SUPT_SRV_T1S,NEW법률비용지원서비스1회차,신규법률비용지원서비스1회차,,,,,,,,ok
row-1157,MART_INS_CR_RNWRT_CRST,,OLD_IKD_MDCCD,OLD보종중분류코드,구보종중분류코드,,,,,,,,ok
row-1156,MART_INS_CR_RNWRT_CRST,,OLD_OBJ_FLGCD,OLD물건구분코드,구물건구분코드,,,,,,,,ok
row-30,COM_CLD,공통_카렌다,FY_HALF_FLGCD,FY반기구분코드,회계반기구분코드,,,,,,,,ok
row-797,INS_CR_CR_CRR,계약_자동_계약이력,PREM_TRF_INJR_SEQ,PREMIUM교통상해회차,프리미엄교통상해회차,,,,,,,,ok
row-178,INS_CR_CR_INFO,계약_계약자동차정보,CR_TYCD,차형태코드,차량형태코드,,,,,,,,ok
row-869,INS_CR_CR_DT,계약_자동_계약상세,USDCR_RT,중고차율,중고차요율,,,,,,,,ok
row-868,INS_CR_CR_DT,계약_자동_계약상세,MCH_VLAMT,기계가액,기계가액,,,,,,,,ok
row-198,INS_CR_CR_INFO,계약_계약자동차정보,CR_STAMT_FLGCD,차량기준금액구분코드,차량기준금액구분코드,,,,,,,,ok
row-34,COM_CLD,공통_카렌다,DT_DT_INFO,일자상세정보,일자상세정보,,,,,,,,ok
row-1127,MART_CRM_ORGN_MNTH_INFO,,MTHR_AGYNM,모대리점명,모대리점명,,,,,,,,ok
