source_id,review_stratum,컬럼명,테이블명,테이블설명,영문 Full Name,한글속성명,business_semantic_accuracy,meaning_completeness,korean_naturalness,terminology_consistency,business_ambiguity_safety,severity,comment
row-555,mapping_ambiguity,STADT,SAM_STF,,STATUS DATE,상태일자,,,,,,,
row-596,mapping_ambiguity,CLUB_MBR_GRDCD,SAM_STF,,CLUB MEMBER GRADE CODE,클럽멤버등급코드,,,,,,,
row-495,mapping_ambiguity,RV_ORGCD,SAM_ORG,,RECEIVE ORGANIZATION CODE,수납기관코드,,,,,,,
row-161,mapping_ambiguity,DCBF_PRM,INS_INCM_PRM,계약_수입보험료,BEFORE DISCOUNT PREMIUM,할인전보험료,,,,,,,
row-303,mapping_ambiguity,RL_STDSB,INS_INS_CR,계약_보험계약,REAL STANDARD SUBSTITUTION,실기준대체,,,,,,,
row-540,mapping_ambiguity,AV_STDT,SAM_SELF_CR,,ACHIEVEMENT START DATE,실적시기일자,,,,,,,
row-509,mapping_ambiguity,FIRE_ORGCD,SAM_ORG,,FIRE SPECIAL ORGANIZATION CODE,화특기관코드,,,,,,,
row-428,mapping_ambiguity,GU_FIRE_GDCD,INS_INS_CR,계약_보험계약,OLD FIRE SPECIAL PRODUCT CODE,구화특상품코드,,,,,,,
row-604,mapping_ambiguity,ONFML_PF_GRD_GRTDT,SAM_STF,,ONE FAMILY PREFERRED GRADE GRANT DATE,한가족우대등급부여일자,,,,,,,
row-38,mapping_ambiguity,CETR_NM,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,RECRUITMENT TRANSPORT NAME,모집운송명,,,,,,,
row-470,unmapped_inference,ORG_SHTNM,SAM_ORG,,ORGANIZATION SHORT NAME,기관약명,,,,,,,
row-491,unmapped_inference,RCAPM_ORGCD,SAM_ORG,,RECEIPT APPLICATION MANAGEMENT ORGANIZATION CODE,액적용관리기관코드,,,,,,,
row-28,unmapped_inference,VICNM,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,VICTIM NAME,피해자명,,,,,,,
row-274,unmapped_inference,SNG_CR_FLGCD,INS_INS_CR,계약_보험계약,SINGLE CONTRACT FLAG CODE,단독계약구분코드,,,,,,,
row-390,unmapped_inference,TX_PF_CNLDT,INS_INS_CR,계약_보험계약,TRANSACTION PREFERRED CANCELLATION DATE,거래우대해지일자,,,,,,,
row-296,unmapped_inference,SSST,INS_INS_CR,계약_보험계약,SIGNING STATUS,계약상태,,,,,,,
row-17,unmapped_inference,CRDIS_PY_RS_INS_ITM_CD,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,CARD INSURED PAYMENT REASON INSURANCE ITEM CODE,카드가입지급사유보험품목코드,,,,,,,
row-328,unmapped_inference,TRSPR_CMPNM,INS_INS_CR,계약_보험계약,TRANSPORTER COMPANY NAME,운송인회사명,,,,,,,
row-357,unmapped_inference,NVGTN_SCT_DSTCD,INS_INS_CR,계약_보험계약,NAVIGATION SECTION DISTANCE CODE,내비게이션구간거리코드,,,,,,,
row-320,unmapped_inference,BSNS_CHRPS_STFNO,INS_INS_CR,계약_보험계약,BUSINESS PERSON IN CHARGE STAFF NUMBER,업무담당자직원번호,,,,,,,
row-674,unmapped_inference,ASSO_RGT_KNDCD,SAM_STF,,ASSOCIATION RIGHT KIND CODE,협회권리종류코드,,,,,,,
row-450,unmapped_inference,CHN_DTCL_CD,SAM_IFRS_STF_MMCLS,,CHANNEL DETAIL CLASSIFICATION CODE,채널세분류코드,,,,,,,
row-633,unmapped_inference,GRPWR_US_YN,SAM_STF,,GROUP WORKER USE YES OR NO,그룹직원사용여부,,,,,,,
row-424,unmapped_inference,NWCR_SCAN_BJ_YN,INS_INS_CR,계약_보험계약,NEW CAR SCAN TARGET YES OR NO,신차스캔대상여부,,,,,,,
row-226,unmapped_inference,HOLO_SIGN_YN,INS_INS_CR,계약_보험계약,HOLOGRAM SIGNATURE YES OR NO,인감서명여부,,,,,,,
row-123,duplicate_context,AP_PRM,INS_INCM_PRM,계약_수입보험료,APPLICATION PREMIUM,적용보험료,,,,,,,
row-449,duplicate_context,STFNO,SAM_IFRS_STF_MMCLS,,STAFF NUMBER,직원번호,,,,,,,
row-62,duplicate_context,FNL_LOAD_DTHMS,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,FINAL LOAD DATE TIME,최종적재일시,,,,,,,
row-143,duplicate_context,OTCM_MG_CMPCD,INS_INCM_PRM,계약_수입보험료,OTHER MANAGEMENT COMPANY CODE,기타관리회사코드,,,,,,,
row-485,duplicate_context,BKCD,SAM_ORG,,BANK CODE,은행코드,,,,,,,
row-2,review_needed,SCSSN_YN,CUS_CTM,고객_통합고객_TOBE,SOCIAL SECURITY NUMBER YES OR NO,주민등록번호여부,,,,,,,
row-6,review_needed,TLM_TS_SEQNO,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,TELEGRAM MESSAGE TIME STAMP SEQUENCE NUMBER,전문시각순번,,,,,,,
row-3,review_needed,TLM_OPNDT,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,TELEGRAM MESSAGE OPEN DATE,전문개시일자,,,,,,,
row-4,review_needed,TLM_OPN_HMS,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,TELEGRAM MESSAGE OPEN TIME,전문개시시,,,,,,,
row-5,review_needed,TLM_ADMNO,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,TELEGRAM MESSAGE ADMINISTRATION NUMBER,전문관리번호,,,,,,,
row-313,unmapped_inference,CC_PRM,INS_INS_CR,계약_보험계약,CREDIT CARD PREMIUM,신용카드보험료,,,,,,,
row-553,duplicate_context,STFNO,SAM_STF,,STAFF NUMBER,직원번호,,,,,,,
row-489,mapping_ambiguity,PPR_ORGCD,SAM_ORG,,PARENT ORGANIZATION CODE,상위기관코드,,,,,,,
row-317,mapping_ambiguity,CHAF_ANNU_APPRM,INS_INS_CR,계약_보험계약,CHANGE AFTER ANNUAL APPLIED PREMIUM,변경후년간적용보험료,,,,,,,
row-476,mapping_ambiguity,DTADR,SAM_ORG,,DAY ADDRESS,일주소,,,,,,,
row-264,mapping_ambiguity,BFCR_IKDCD,INS_INS_CR,계약_보험계약,BEFORE CONTRACT INSURANCE KIND CODE,전계약보종코드,,,,,,,
row-9,mapping_ambiguity,INS_CMPCD,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,INSURANCE COMPANY CODE,보험회사코드,,,,,,,
row-642,unmapped_inference,APO_FLG_DTCD,SAM_STF,,APPOINTMENT FLAG DETAIL CODE,위촉구분상세코드,,,,,,,
row-569,unmapped_inference,CRNT_PST_APODT,SAM_STF,,CURRENT POSITION APPOINTMENT DATE,현재직위발령일자,,,,,,,
row-559,unmapped_inference,MAIL_DOMN,SAM_STF,,EMAIL DOMAIN,이메일도메인,,,,,,,
