source_id,review_stratum,컬럼명,테이블명,테이블설명,영문 Full Name,한글속성명,business_semantic_accuracy,meaning_completeness,korean_naturalness,terminology_consistency,business_ambiguity_safety,severity,comment
row-57,unmapped_inference,SUB_DGNCD_4,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,SUB DG NUMBER CODE 4,부미정번호코드4,,,,,,,
row-424,unmapped_inference,NWCR_SCAN_BJ_YN,INS_INS_CR,계약_보험계약,NEW CAR SCAN TARGET YES OR NO,신차미정대상여부,,,,,,,
row-384,unmapped_inference,AN_PY_GIRT,INS_INS_CR,계약_보험계약,AN PAYMENT GI RATE,미정지급미정요율,,,,,,,
row-426,unmapped_inference,NWCR_SCAN_CPLT_DTHMS,INS_INS_CR,계약_보험계약,NEW CAR SCAN CPLT DAY TIME,신차미정일시,,,,,,,
row-10,unmapped_inference,CRDIS_INS_KND_FLGCD,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,CARD INSURED INSURANCE K END FLAG CODE,카드가입보험미정종료구분코드,,,,,,,
row-472,unmapped_inference,SD,SAM_ORG,,SD,미정,,,,,,,
row-250,unmapped_inference,PRORT_SHTM_FLGCD,INS_INS_CR,계약_보험계약,PRO RATA SH TEAM FLAG CODE,일할미정팀구분코드,,,,,,,
row-261,unmapped_inference,GN_CO_OBJ_FLGCD,INS_INS_CR,계약_보험계약,GN CO OBJECT FLAG CODE,미정물건구분코드,,,,,,,
row-140,unmapped_inference,FC_CONDT_T_PRM,INS_INCM_PRM,계약_수입보험료,FC CO-UNDERWRITING TOTAL PREMIUM,미정공동인수총보험료,,,,,,,
row-54,unmapped_inference,SUB_DGNCD_1,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,SUB DG NUMBER CODE 1,부미정번호코드1,,,,,,,
row-89,duplicate_context,RP_PRM,INS_CVR_INCM_PRM,계약_담보수입보험료,RECEIPT PREMIUM,영수보험료,,,,,,,
row-462,duplicate_context,MDF_DTHMS,SAM_IFRS_STF_MMCLS,,MODIFY DAY TIME,수정일시,,,,,,,
row-458,duplicate_context,RETDT,SAM_IFRS_STF_MMCLS,,RETIREMENT DAY,퇴사일,,,,,,,
row-486,duplicate_context,ACTNO,SAM_ORG,,ACCOUNT NUMBER,구좌번호,,,,,,,
row-122,duplicate_context,RP_PRM,INS_INCM_PRM,계약_수입보험료,RECEIPT PREMIUM,영수보험료,,,,,,,
row-3,review_needed,TLM_OPNDT,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,TELEGRAM MESSAGE OPEN DETAIL,전문개시상세,,,,,,,
row-5,review_needed,TLM_ADMNO,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,TELEGRAM MESSAGE ADMINISTRATION NUMBER,전문관리번호,,,,,,,
row-4,review_needed,TLM_OPN_HMS,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,TELEGRAM MESSAGE OPEN TIME,전문개시시,,,,,,,
row-6,review_needed,TLM_TS_SEQNO,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,TELEGRAM MESSAGE TS SEQUENCE NUMBER,전문미정순번,,,,,,,
row-2,review_needed,SCSSN_YN,CUS_CTM,고객_통합고객_TOBE,S COST SERIAL NUMBER YES OR NO,미정비용순번여부,,,,,,,
