source_id,review_stratum,컬럼명,테이블명,테이블설명,영문 Full Name,한글속성명,business_semantic_accuracy,meaning_completeness,korean_naturalness,terminology_consistency,business_ambiguity_safety,severity,comment
row-467,mapping_ambiguity,ORGCD,SAM_ORG,,ORGANIZATION CODE,기관코드,,,,,,,
row-260,mapping_ambiguity,PST_RPBL_IS_YN,INS_INS_CR,계약_보험계약,AFFILIATION LIABILITY INSURED YES OR NO,소속책임가입여부,,,,,,,
row-266,mapping_ambiguity,BFCR_NO,INS_INS_CR,계약_보험계약,BEFORE CONTRACT NUMBER,전계약번호,,,,,,,
row-545,mapping_ambiguity,RV_AVAMT,SAM_SELF_CR,,RECEIVE ACHIEVEMENT AMOUNT,수납실적금액,,,,,,,
row-399,mapping_ambiguity,FML_AVG_AP_AGE,INS_INS_CR,계약_보험계약,FAMILY AVERAGE APPROVAL AGE,가족평균승인연령,,,,,,,
row-641,mapping_ambiguity,APO_FLGCD,SAM_STF,,APPOINTMENT FLAG CODE,위촉구분코드,,,,,,,
row-278,unmapped_inference,A_SCT_CT,INS_INS_CR,계약_보험계약,AREA SECTION COUNT,지역구간건수,,,,,,,
row-381,unmapped_inference,AN_PY_TRM,INS_INS_CR,계약_보험계약,ANNUITY PAYMENT TERM,연금지급기간,,,,,,,
row-660,unmapped_inference,BNC_AUTCD,SAM_STF,,BANK AUTHORIZATION CODE,은행인가코드,,,,,,,
row-230,unmapped_inference,CMPG_BJ_YN,INS_INS_CR,계약_보험계약,CAMPAIGN TARGET YES OR NO,캠페인대상여부,,,,,,,
row-54,unmapped_inference,SUB_DGNCD_1,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,SUB DIAGNOSIS CODE 1,부진단코드1,,,,,,,
row-298,unmapped_inference,TRF_RIDCD,INS_INS_CR,계약_보험계약,TRAFFIC RISK ID CODE,교통위험코드,,,,,,,
row-14,unmapped_inference,VICTM_GD_SNO,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,VICTIM PRODUCT SERIAL NUMBER,피해자상품순번,,,,,,,
row-438,unmapped_inference,Y1_CLM_YN,INS_INS_CR,계약_보험계약,YEAR 1 CLAIM YES OR NO,1년사고여부,,,,,,,
row-500,unmapped_inference,OFWK_STF_APO_YN,SAM_ORG,,OFFICE WEEK STAFF APPOINTMENT YES OR NO,사무실주직원위촉여부,,,,,,,
row-669,unmapped_inference,BNC_DH_AGYCD,SAM_STF,,BANK HANDLING AGENCY CODE,은행취급대리점코드,,,,,,,
row-210,unmapped_inference,PLY_LVL_FLGCD,INS_INS_CR,계약_보험계약,POLICY LEVEL FLAG CODE,증권수준구분코드,,,,,,,
row-171,unmapped_inference,DBL_PAYM_YN,INS_INCM_PRM,계약_수입보험료,DOUBLE PAYMENT YES OR NO,이중납입여부,,,,,,,
row-541,unmapped_inference,APPR_AV_DT,SAM_SELF_CR,,APPROVAL ACHIEVEMENT DATE,승인실적일자,,,,,,,
row-384,unmapped_inference,AN_PY_GIRT,INS_INS_CR,계약_보험계약,ANNUITY PAYMENT GIFT RATE,연금지급증여요율,,,,,,,
row-56,unmapped_inference,SUB_DGNCD_3,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,SUB DIAGNOSIS CODE 3,부진단코드3,,,,,,,
row-63,duplicate_context,PLYNO,INS_CR_ST_CRR,계약_계약상태이력,POLICY NUMBER,증권번호,,,,,,,
row-116,duplicate_context,PLYNO,INS_INCM_PRM,계약_수입보험료,POLICY NUMBER,증권번호,,,,,,,
row-550,duplicate_context,MDF_USR_ID,SAM_SELF_CR,,MODIFY USER IDENTIFIER,수정사용자,,,,,,,
row-19,duplicate_context,INS_ST,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,INSURANCE STATUS,보험상태,,,,,,,
row-201,duplicate_context,NDS_AP_ND_DTHMS,INS_INS_CR,계약_보험계약,ENDORSEMENT APPLICATION END DATE TIME,배서적용종료일시,,,,,,,
row-5,review_needed,TLM_ADMNO,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,TELEGRAM MESSAGE ADMINISTRATION NUMBER,전문관리번호,,,,,,,
row-4,review_needed,TLM_OPN_HMS,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,TELEGRAM MESSAGE OPEN TIME,전문개시시,,,,,,,
row-6,review_needed,TLM_TS_SEQNO,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,TELEGRAM MESSAGE TS SEQUENCE NUMBER,전문미정순번,,,,,,,
row-2,review_needed,SCSSN_YN,CUS_CTM,고객_통합고객_TOBE,S COST SERIAL NUMBER YES OR NO,미정비용순번여부,,,,,,,
row-3,review_needed,TLM_OPNDT,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,TELEGRAM MESSAGE OPEN DETAIL,전문개시상세,,,,,,,
row-460,duplicate_context,INP_DTHMS,SAM_IFRS_STF_MMCLS,,INPUT DAY TIME,입력일시,,,,,,,
row-544,mapping_ambiguity,INCM_AVAMT,SAM_SELF_CR,,INCOME ACHIEVEMENT AMOUNT,수입실적금액,,,,,,,
row-74,duplicate_context,INP_DTHMS,INS_CR_ST_CRR,계약_계약상태이력,INPUT DATE TIME,입력일시,,,,,,,
row-338,unmapped_inference,BL_YN,INS_INS_CR,계약_보험계약,BILL YES OR NO,청구여부,,,,,,,
row-354,mapping_ambiguity,XC_CTMNO,INS_INS_CR,계약_보험계약,SURCHARGE CUSTOMER NUMBER,할증고객번호,,,,,,,
