source_id,테이블명,테이블설명,컬럼명,컬럼설명,한글속성명,business_semantic_accuracy,meaning_completeness,character_notation_policy,context_ambiguity_safety,terminology_consistency,naturalness_conciseness,severity,comment
row-615,SAM_AW_CC_ACHV_STF,,STF_BZ_STCD,직원영업상태코드,직원영업상태코드,,,,,,,,
row-132,CUS_CTM,고객_통합고객_TOBE,INP_DTHMS,입력일시,입력일시,,,,,,,,
row-178,INS_CR_CR_INFO,계약_계약자동차정보,CR_TYCD,차형태코드,차량형태코드,,,,,,,,
row-160,INS_CR_CR_INFO,계약_계약자동차정보,AP_STRDT,적용시작일자,적용시작일자,,,,,,,,
row-695,COM_GDCD,공통_상품코드,IKD_SMCNM,보종소분류명,보종소분류명,,,,,,,,
row-594,SAM_AW_CC_ACHV_STF,,TMCD,팀코드,팀코드,,,,,,,,
row-602,SAM_AW_CC_ACHV_STF,,TMNM,팀명,팀명,,,,,,,,
row-803,INS_CR_CR_CRR,계약_자동_계약이력,NEW_LAW_CS_SUPT_SRV_T1S,NEW법률비용지원서비스1회차,신규법률비용지원서비스1회차,,,,,,,,
row-142,CUS_CTM,고객_통합고객_TOBE,BZFML_SMS_LMIT_YN,영업가족SMS제한여부,영업가족문자메시지제한여부,,,,,,,,
row-1058,MART_CRM_CR_CVR,,ABS_BAG_SPCRT_YN,ABS장착특별요율여부,잠김방지제동장치장착특별요율여부,,,,,,,,
row-624,SAM_AW_CC_ACHV_STF,,TMR_MNTH_CNV_HMS,TMR월통화시간,텔레마케터월통화시간,,,,,,,,
row-1157,MART_INS_CR_RNWRT_CRST,,OLD_IKD_MDCCD,OLD보종중분류코드,구보종중분류코드,,,,,,,,
row-107,CUS_CTM,고객_통합고객_TOBE,RH_TYCD,RH형태코드,알에이치형태코드,,,,,,,,
row-51,CUS_CTM,고객_통합고객_TOBE,SMS_RCV_YN,SMS수신여부,문자메시지수신여부,,,,,,,,
row-697,COM_GDCD,공통_상품코드,OLD_IKDCD,OLD보종코드,구보종코드,,,,,,,,
row-1161,MART_INS_CR_RNWRT_CRST,,OLD_CR_CHN_SMCCD,OLD자동차채널소분류코드,구자동차채널소분류코드,,,,,,,,
row-865,INS_CR_CR_DT,계약_자동_계약상세,OLD_CATCD,OLD차종코드,구차종코드,,,,,,,,
row-875,INS_CR_CR_DT,계약_자동_계약상세,CR_TYCD,차량형태코드,차량형태코드,,,,,,,,
row-1017,MART_CRM_CRCR,,PSTPO_SND_ADR_FLGCD,우편물발송주소구분코드,우편물발송주소구분코드,,,,,,,,
row-278,INS_CR_CVR,계약_계약담보,ND_FLGCD,만기구분코드,만기구분코드,,,,,,,,
row-214,INS_CR_CR_INFO,계약_계약자동차정보,MOT_OUT_QNTY,모터출력량,모터출력량,,,,,,,,
row-675,COM_GDCD,공통_상품코드,SL_OPNDT,판매개시일자,판매개시일자,,,,,,,,
row-757,INS_CR_CR_CRR,계약_자동_계약이력,CVR_MCH_SEQ,담보기계회차,담보기계회차,,,,,,,,
