source_id,review_stratum,컬럼명,테이블명,테이블설명,영문 Full Name,한글속성명,business_semantic_accuracy,meaning_completeness,korean_naturalness,terminology_consistency,business_ambiguity_safety,severity,comment
row-4,review_needed,TLM_OPN_HMS,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,TELEGRAM MESSAGE OPEN TIME,전문개시시,,,,,,,
row-6,review_needed,TLM_TS_SEQNO,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,TELEGRAM MESSAGE TIME STAMP SEQUENCE NUMBER,전문시각순번,,,,,,,
row-531,mapping_ambiguity,FMLNM,SAM_SELF_CR,,FAMILY NAME,가족명,,,,,,,
row-587,mapping_ambiguity,PSN_GRD_GRTDT,SAM_STF,,PERSONAL GRADE GRANT DAY,개인등급부여일,,,,,,,
row-574,mapping_ambiguity,PTNCD,SAM_STF,,POSITION CODE,직위코드,,,,,,,
row-72,mapping_ambiguity,CR_STADT,INS_CR_ST_CRR,계약_계약상태이력,CONTRACT STATUS DATE,계약상태일자,,,,,,,
row-650,unmapped_inference,FR_NTR_CMPCD,SAM_STF,,FIRST ENTERPRISE COMPANY CODE,최초기업회사코드,,,,,,,
row-408,unmapped_inference,EMBR_MINSR_YN,INS_INS_CR,계약_보험계약,EMBRYO MINOR YES OR NO,태아미성년자여부,,,,,,,
row-15,deterministic,PY_RSCD,INS_CRDIS_PY_INFO_TLM_INQ,계약_신용정보원지급정보조회전문상세조회,PAYMENT REASON CODE,지급사유코드,,,,,,,
row-295,unmapped_inference,SSNG_ARECD,INS_INS_CR,계약_보험계약,SIGNING AREA CODE,계약지역코드,,,,,,,
row-373,duplicate_context,PYM_CYCCD,INS_INS_CR,계약_보험계약,PAYMENT CYCLE CODE,납입주기코드,,,,,,,
row-616,mapping_ambiguity,CM_AP_GPCD,SAM_STF,,CURRENT MONTH APPLICATION GROUP CODE,당월적용그룹코드,,,,,,,
