source_id,테이블명,테이블설명,컬럼명,컬럼설명,한글속성명,business_semantic_accuracy,meaning_completeness,character_notation_policy,context_ambiguity_safety,terminology_consistency,naturalness_conciseness,severity,comment
row-244,INS_CR_CVR,계약_계약담보,ISAMT,가입금액,가입금액,,,,,,,,
row-185,INS_CR_CR_INFO,계약_계약자동차정보,DSPL,배기량,배기량,,,,,,,,
row-541,INS_PRM_PYM_PR,,MNCD,화폐코드,화폐코드,,,,,,,,
row-746,INS_CR_CR_CRR,계약_자동_계약이력,DWEL_AREA_FLGCD,주거지구분코드,주거지구분코드,,,,,,,,
row-745,INS_CR_CR_CRR,계약_자동_계약이력,VLDDT,유효일자,유효일자,,,,,,,,
row-173,INS_CR_CR_INFO,계약_계약자동차정보,NWCR_FLGCD,신차구분코드,신차구분코드,,,,,,,,
row-942,INS_CR_CR_FNL,계약_자동_계약최종,BFCR_CMP_FLGCD,전계약회사구분코드,전계약회사구분코드,,,,,,,,
row-911,INS_CR_CR_FNL,계약_자동_계약최종,CR_STCD,계약상태코드,계약상태코드,,,,,,,,
row-32,COM_CLD,공통_카렌다,FY_QTR,FY분기,회계분기,,,,,,,,
row-31,COM_CLD,공통_카렌다,FY_HALNM,FY반기명,회계반기명,,,,,,,,
row-1159,MART_INS_CR_RNWRT_CRST,,OLD_BZCS_BZ_FLGCD,OLD사업비사업구분코드,구사업비사업구분코드,,,,,,,,
row-190,INS_CR_CR_INFO,계약_계약자동차정보,SOFA_CR_YN,SOFA차량여부,주한미군차량여부,,,,,,,,
row-151,CUS_CTM,고객_통합고객_TOBE,MKTG_SMS_RCV_YN,마케팅SMS수신여부,마케팅문자메시지수신여부,,,,,,,,
row-51,CUS_CTM,고객_통합고객_TOBE,SMS_RCV_YN,SMS수신여부,문자메시지수신여부,,,,,,,,
row-1158,MART_INS_CR_RNWRT_CRST,,OLD_IKD_SMCCD,OLD보종소분류코드,구보종소분류코드,,,,,,,,
row-154,CUS_CTM,고객_통합고객_TOBE,MKTG_DM_RCV_YN,마케팅DM수신여부,마케팅우편물수신여부,,,,,,,,
row-29,COM_CLD,공통_카렌다,FY_YRNM,FY년도명,회계년도명,,,,,,,,
row-1146,MART_CRM_ORGN_MNTH_INFO,,SP_YN,SP여부,설계사여부,,,,,,,,
row-174,INS_CR_CR_INFO,계약_계약자동차정보,USDCR_RT,중고차요율,중고차요율,,,,,,,,
row-875,INS_CR_CR_DT,계약_자동_계약상세,CR_TYCD,차량형태코드,차량형태코드,,,,,,,,
row-869,INS_CR_CR_DT,계약_자동_계약상세,USDCR_RT,중고차율,중고차요율,,,,,,,,
row-749,INS_CR_CR_CRR,계약_자동_계약이력,AUTO_DT_SEQ,자동상세회차,자동상세회차,,,,,,,,
row-145,CUS_CTM,고객_통합고객_TOBE,BORN_MNDY,출생월일,출생월일,,,,,,,,
row-680,COM_GDCD,공통_상품코드,GD_AV_3_CSFCD,상품실적3분류코드,상품실적3분류코드,,,,,,,,
